G23,G16,G22,G29,G21,G28,G01,G27,G14,G12,G03,G11,G30,G18,G19,G17,G10,G13,G24,G20,G06,G09,G26,G32,G02,G31,G08,G05,G04,G25,G07,G15
65640.0,,,58500.0,85560.0,85230.0,,,77190,,,44460.0,69600.0,64230.0,79830.0,80190.0,72510.0,,,,82830.0,,,75870.0,55530.0,84540.0,,55260.0,85020.0,,68550.0,
65910.0,,,58770.0,85830.0,85500.0,,,77460,,,44730.0,69630.0,64260.0,80100.0,80220.0,72780.0,,,,83100.0,,,75900.0,55560.0,84570.0,,55290.0,85050.0,,68820.0,
65940.0,,,58800.0,85860.0,85530.0,,,77490,,,44760.0,69900.0,64530.0,80130.0,80490.0,72810.0,,,,83130.0,,,76170.0,55830.0,84840.0,,55560.0,85320.0,,68850.0,
66210.0,,,59070.0,86130.0,85800.0,,,77760,,,45030.0,69930.0,64560.0,80400.0,80520.0,73080.0,,,,83430.0,,,76200.0,55860.0,84870.0,,55590.0,85350.0,,69120.0,
66240.0,,,59100.0,,85890.0,,,77790,,,45060.0,70200.0,64830.0,80430.0,80790.0,73110.0,,,,83700.0,,,76470.0,56130.0,85140.0,,55860.0,85620.0,,69360.0,
66510.0,,,59370.0,,86160.0,,,78060,,,45330.0,70230.0,64860.0,80700.0,80820.0,73380.0,,,,83730.0,,,76500.0,56160.0,85170.0,,55890.0,85650.0,,69540.0,
66540.0,,,59400.0,,,,,78090,,,45360.0,70500.0,65130.0,80730.0,81090.0,73410.0,,,,84000.0,,,76770.0,56430.0,85440.0,,56160.0,85920.0,,69810.0,
66810.0,,,59670.0,,,,,78360,,,45630.0,,65160.0,81000.0,81120.0,73680.0,,,,84030.0,,,76800.0,56460.0,85470.0,,56190.0,85950.0,,69840.0,
66840.0,,,,,,,,78390,,,45660.0,,65460.0,81030.0,81390.0,73710.0,,,,84300.0,,,77070.0,56730.0,85740.0,,56460.0,86220.0,,70110.0,
67110.0,,,,,,,,78660,,,45930.0,,65610.0,81300.0,81420.0,73980.0,,,,84330.0,,,77100.0,56760.0,85770.0,,56490.0,,,,
67140.0,,,,,,,,78690,,,45960.0,,65640.0,81330.0,81690.0,74010.0,,,,84600.0,,,77370.0,57030.0,86040.0,,56760.0,,,,
67410.0,,,,,,,,78960,,,46230.0,,65760.0,81600.0,81720.0,74280.0,,,,84630.0,,,77400.0,57060.0,86070.0,,56790.0,,,,
67440.0,,,,,,,,78990,,,46260.0,,66030.0,81630.0,81990.0,74310.0,,,,84900.0,,,77670.0,57330.0,86340.0,,57060.0,,,,
67710.0,,,,,,,,79260,,,46530.0,,66060.0,81900.0,82020.0,74580.0,,,,84930.0,,,77700.0,57360.0,,,57090.0,,,,
67740.0,,,,,,,,79290,,,46560.0,,66330.0,81930.0,82290.0,74610.0,,,,85200.0,,,77970.0,57630.0,,,57360.0,,,,
68010.0,,,,,,,,79560,,,46830.0,,66360.0,82200.0,82320.0,74880.0,,,,85230.0,,,78000.0,57660.0,,,57390.0,,,,
68040.0,,,,,,,,79590,,,46860.0,,66630.0,82230.0,82590.0,74910.0,,,,85500.0,,,78270.0,57930.0,,,57660.0,,,,
68310.0,,,,,,,,79860,,,47130.0,,66660.0,82500.0,82620.0,75180.0,,,,85530.0,,,78300.0,57960.0,,,,,,,
68340.0,,,,,,,,79890,,,47160.0,,66930.0,82530.0,82890.0,75210.0,,,,85800.0,,,78570.0,58230.0,,,,,,,
68610.0,,,,,,,,80160,,,47430.0,,,82800.0,82920.0,75480.0,,,,85830.0,,,78600.0,58260.0,,,,,,,
68640.0,,,,,,,,80190,,,47460.0,,,82830.0,83190.0,75780.0,,,,86100.0,,,78870.0,58530.0,,,,,,,
68910.0,,,,,,,,80460,,,47730.0,,,83100.0,83220.0,,,,,,,,78900.0,58560.0,,,,,,,
68940.0,,,,,,,,80490,,,47760.0,,,83130.0,83490.0,,,,,,,,79170.0,58830.0,,,,,,,
69210.0,,,,,,,,80760,,,48030.0,,,83400.0,83520.0,,,,,,,,79200.0,58860.0,,,,,,,
69240.0,,,,,,,,80790,,,48060.0,,,83430.0,83790.0,,,,,,,,79470.0,59130.0,,,,,,,
69510.0,,,,,,,,81060,,,48330.0,,,83700.0,83820.0,,,,,,,,79500.0,59160.0,,,,,,,
69540.0,,,,,,,,81090,,,48360.0,,,83730.0,84090.0,,,,,,,,79770.0,59730.0,,,,,,,
69810.0,,,,,,,,81360,,,48630.0,,,84000.0,84120.0,,,,,,,,79800.0,59760.0,,,,,,,
69840.0,,,,,,,,81390,,,48660.0,,,84030.0,84390.0,,,,,,,,80070.0,60030.0,,,,,,,
70110.0,,,,,,,,81660,,,48930.0,,,84300.0,84420.0,,,,,,,,80100.0,60060.0,,,,,,,
70140.0,,,,,,,,81690,,,48960.0,,,84330.0,84690.0,,,,,,,,80370.0,60330.0,,,,,,,
70410.0,,,,,,,,81960,,,49230.0,,,84600.0,84720.0,,,,,,,,80400.0,60360.0,,,,,,,
70440.0,,,,,,,,81990,,,49260.0,,,84630.0,84990.0,,,,,,,,80670.0,60630.0,,,,,,,
70710.0,,,,,,,,82260,,,49530.0,,,84900.0,85020.0,,,,,,,,80700.0,60660.0,,,,,,,
,,,,,,,,82290,,,49560.0,,,84930.0,85290.0,,,,,,,,80970.0,60930.0,,,,,,,
,,,,,,,,82560,,,49830.0,,,85200.0,85320.0,,,,,,,,,,,,,,,,
,,,,,,,,82770,,,,,,85230.0,85590.0,,,,,,,,,,,,,,,,
,,,,,,,,82920,,,,,,85500.0,85620.0,,,,,,,,,,,,,,,,
,,,,,,,,83190,,,,,,85530.0,85890.0,,,,,,,,,,,,,,,,
,,,,,,,,83490,,,,,,85800.0,85920.0,,,,,,,,,,,,,,,,
,,,,,,,,83520,,,,,,85830.0,86190.0,,,,,,,,,,,,,,,,
,,,,,,,,83790,,,,,,86100.0,,,,,,,,,,,,,,,,,
,,,,,,,,83820,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,84090,,,,,,,,,,,,,,,,,,,,,,,
